,loading,measurement_0,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,measurement_11,measurement_12,measurement_13,measurement_14,measurement_15,measurement_16,measurement_17,product_code_A,product_code_B,product_code_C,product_code_D,product_code_E,attribute_0_material_5,attribute_0_material_7,attribute_1_material_5,attribute_1_material_6,attribute_1_material_8,attribute_2_5,attribute_2_6,attribute_2_8,attribute_2_9,attribute_3_5,attribute_3_6,attribute_3_8,attribute_3_9,"measurement_0_grouped_(-0.001, 3.0]","measurement_0_grouped_(3.0, 4.0]","measurement_0_grouped_(4.0, 5.0]","measurement_0_grouped_(5.0, 6.0]","measurement_0_grouped_(6.0, 7.0]","measurement_0_grouped_(7.0, 8.0]","measurement_0_grouped_(8.0, 9.0]","measurement_0_grouped_(9.0, 11.0]","measurement_0_grouped_(11.0, 13.0]","measurement_0_grouped_(13.0, 29.0]","measurement_1_grouped_(-0.001, 4.0]","measurement_1_grouped_(4.0, 6.0]","measurement_1_grouped_(6.0, 7.0]","measurement_1_grouped_(7.0, 9.0]","measurement_1_grouped_(9.0, 10.0]","measurement_1_grouped_(10.0, 13.0]","measurement_1_grouped_(13.0, 29.0]","measurement_2_grouped_(-0.001, 2.0]","measurement_2_grouped_(2.0, 3.0]","measurement_2_grouped_(3.0, 4.0]","measurement_2_grouped_(4.0, 5.0]","measurement_2_grouped_(5.0, 6.0]","measurement_2_grouped_(6.0, 7.0]","measurement_2_grouped_(7.0, 8.0]","measurement_2_grouped_(8.0, 9.0]","measurement_2_grouped_(9.0, 11.0]","measurement_2_grouped_(11.0, 24.0]"
2982,106.48,9,8,4,18.374,11.321,18.692,18.109,9.973,18.183,12.988,16.691,,10.364,15.323,15.229,16.886,15.277,694.309,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4550,85.45,17,4,4,18.179,12.132,17.259,18.637,13.283,19.253,12.056,15.926,19.723,12.092,16.548,17.791,12.546,15.73,801.172,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4723,112.89,9,8,6,17.162,12.413,16.45,16.707,11.269,19.806,12.593,,21.077,12.507,15.485,19.105,14.152,17.613,697.596,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
13010,158.19,7,5,2,18.509,11.56,17.523,16.857,12.772,18.857,9.77,16.403,20.061,9.049,15.485,14.444,,15.415,685.328,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18539,177.29,11,12,9,18.339,12.755,16.935,18.262,10.793,19.512,11.029,,18.415,11.091,15.5,17.27,15.726,17.343,755.588,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22939,68.27,9,14,5,19.382,10.703,17.75,16.244,12.86,,11.525,16.585,19.891,11.406,16.199,14.198,14.897,18.354,558.076,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
15047,73.46,7,5,5,17.717,13.775,16.458,17.155,11.472,19.727,10.217,16.244,16.472,12.69,15.667,19.422,16.942,17.831,,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12486,88.18,13,4,6,19.165,9.951,18.493,17.579,12.182,19.012,10.231,16.041,19.933,12.806,16.167,16.854,14.868,19.655,748.04,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10634,121.39,19,7,1,17.122,11.085,15.594,17.208,13.006,18.738,12.439,15.127,18.715,11.338,14.667,16.977,14.718,18.637,681.964,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19121,82.23,6,4,7,17.217,12.745,18.478,16.431,,18.806,10.966,15.664,20.165,11.484,14.805,14.107,15.524,16.794,690.328,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1769,74.15,13,1,5,18.384,11.644,15.914,17.424,12.528,19.705,12.709,14.755,20.578,11.596,13.797,17.055,15.273,16.095,696.822,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11973,152.03,8,10,3,18.702,12.58,17.116,18.523,11.213,18.662,,16.062,20.176,9.956,15.746,15.712,13.353,15.945,687.265,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
10636,,10,8,10,18.844,12.309,18.421,17.769,12.666,18.324,10.85,16.012,16.957,11.121,14.769,17.836,15.236,15.224,725.014,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
681,204.36,10,3,3,16.622,10.598,17.026,17.719,12.29,20.781,10.333,17.959,17.572,12.031,13.608,16.858,14.515,18.965,832.649,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5196,198.64,6,10,2,17.137,11.281,18.697,17.035,9.97,17.08,11.414,16.644,17.982,11.098,16.741,17.08,16.938,15.112,570.027,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4733,183.94,4,18,5,18.941,11.295,15.8,17.127,11.411,21.138,10.974,16.995,21.187,12.911,15.777,17.914,13.923,13.216,,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
19269,149.72,9,9,5,15.776,12.855,16.353,17.959,12.209,17.786,11.434,,20.469,10.882,16.428,17.783,16.204,13.926,597.054,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
23044,212.41,3,4,13,17.466,11.2,16.977,18.053,10.897,19.372,11.047,14.172,18.33,12.288,,19.04,13.931,16.277,718.198,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17086,107.99,8,10,8,15.974,12.876,17.52,16.853,10.349,16.351,12.481,19.652,17.542,11.753,16.606,16.63,13.499,16.358,400.118,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1825,81.61,10,3,2,17.814,11.937,14.756,18.795,9.807,18.451,11.933,13.885,19.706,13.396,14.702,16.676,13.628,16.268,504.392,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15950,134.46,21,7,10,17.648,13.32,17.68,19.096,10.914,17.677,12.685,15.665,,10.987,15.424,16.225,17.428,17.615,630.963,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1397,101.96,14,2,4,18.042,11.114,16.808,18.33,11.946,19.474,9.56,15.867,18.382,10.099,14.192,,14.981,15.093,734.415,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13400,142.22,3,10,2,18.745,13.622,17.723,16.714,11.943,18.424,10.881,18.093,18.253,8.397,15.1,15.396,15.532,18.794,661.326,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4748,135.47,10,4,4,17.9,13.328,16.124,,,17.278,13.144,16.393,18.427,12.999,16.088,18.382,15.845,16.949,491.804,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12206,111.36,10,8,11,17.311,11.827,17.477,17.565,10.652,18.605,9.673,17.738,17.284,12.715,15.528,,14.759,15.526,573.677,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
17673,140.32,3,15,8,17.727,12.39,16.659,16.99,12.728,18.532,12.687,18.708,17.688,13.267,14.221,16.079,,16.932,640.582,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
22693,81.47,7,9,13,19.486,11.568,17.582,18.996,11.492,17.637,10.164,16.868,20.49,11.008,14.592,15.506,17.119,15.544,709.651,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
23781,153.86,12,11,6,16.638,10.603,15.255,,11.038,20.297,11.33,15.335,20.877,10.655,15.945,15.617,16.939,16.004,587.848,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
9302,126.69,4,14,2,18.775,11.425,18.219,17.763,,19.264,11.628,17.468,21.361,12.512,,16.252,11.572,18.201,839.96,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
23504,166.01,6,13,5,17.179,12.759,16.092,18.14,12.815,,11.843,13.787,22.509,12.657,17.349,14.983,13.768,16.656,,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
20478,131.16,9,14,9,16.412,,16.205,18.485,12.373,18.022,,14.837,18.014,10.277,15.219,14.053,15.704,15.986,673.688,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13127,168.12,0,12,1,18.635,,16.67,,11.825,20.035,11.9,14.807,17.88,9.9,15.654,15.662,16.292,17.898,807.373,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3134,94.98,11,3,5,17.459,12.94,17.113,17.341,11.125,18.864,11.581,15.374,19.966,11.492,16.391,16.577,18.045,17.389,685.645,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13873,207.05,9,10,9,17.572,11.428,16.706,,10.895,19.717,11.306,17.104,19.161,10.554,16.377,14.463,15.024,14.759,707.35,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
18863,207.48,4,13,4,17.907,12.526,18.644,18.141,12.369,18.274,11.242,15.863,19.899,13.126,15.631,17.337,12.778,16.454,847.985,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12785,121.51,6,9,7,19.08,12.905,15.28,18.721,12.176,19.055,11.61,15.551,18.861,11.978,13.759,14.69,16.152,16.731,641.84,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
8721,161.56,10,5,7,15.308,12.202,17.753,17.547,12.233,18.297,11.361,15.677,15.591,10.82,18.017,16.141,15.779,14.224,741.233,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23577,122.86,3,9,1,17.51,10.514,16.49,14.836,12.291,17.561,12.042,12.122,16.331,12.308,13.003,18.017,17.477,15.129,285.712,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20534,81.34,9,5,6,16.57,13.204,16.123,16.506,11.439,19.49,10.579,17.771,19.665,12.631,15.637,18.43,14.485,17.585,525.625,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5484,168.6,3,14,8,17.719,11.672,17.534,16.548,,19.133,10.88,,21.471,10.481,15.188,14.627,15.811,17.426,736.419,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4082,187.47,17,7,3,17.733,10.238,15.164,18.442,12.38,19.132,11.145,15.753,16.579,11.784,15.274,16.789,14.347,14.946,611.13,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4509,192.8,5,9,5,17.793,12.688,17.384,17.341,12.282,20.263,12.909,15.756,19.759,9.971,15.899,17.746,15.029,14.401,835.964,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
11474,130.4,8,12,17,16.57,11.073,18.561,18.343,11.771,18.861,10.44,17.769,17.607,,16.967,16.554,17.107,14.168,732.436,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
937,156.97,12,8,2,17.1,9.902,16.658,16.539,10.945,18.887,11.034,15.49,17.844,11.513,15.485,15.236,13.304,18.128,589.121,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
24575,189.87,3,9,1,16.819,11.746,16.363,16.925,12.499,19.07,10.464,16.506,20.018,10.372,15.303,15.372,13.969,16.711,589.811,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1627,137.74,7,9,6,19.154,13.023,16.423,17.409,12.005,20.508,12.425,16.166,20.818,,14.78,13.446,14.173,,796.403,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
754,225.1,14,4,6,15.452,11.879,17.044,17.659,12.443,18.795,11.459,15.34,20.474,11.807,16.203,16.068,14.109,15.848,701.878,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24576,117.5,6,7,4,17.427,11.395,17.453,17.498,10.2,18.912,11.287,16.487,21.204,9.145,15.559,16.612,16.592,14.752,690.591,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5956,114.94,4,13,7,17.242,11.749,17.409,16.901,11.752,18.703,9.042,16.738,18.593,11.129,15.811,15.504,16.844,15.499,641.517,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
711,118.5,9,11,8,16.881,11.829,16.684,18.188,13.371,22.12,11.619,15.457,18.24,13.635,16.404,15.757,15.203,16.409,974.717,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4177,104.91,16,2,4,15.925,11.332,16.215,18.68,11.543,19.36,12.5,17.15,17.65,12.95,15.437,14.803,13.909,14.375,692.322,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4268,89.34,11,3,5,18.994,10.757,19.17,18.581,11.949,20.375,11.505,17.34,20.101,11.969,16.017,15.137,14.443,,946.833,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18329,126.12,7,8,6,19.057,10.751,17.34,16.888,11.699,19.348,11.934,15.0,18.669,12.283,14.789,13.553,15.687,,705.69,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
564,131.43,14,4,6,17.334,13.445,15.72,17.631,,20.103,11.921,15.047,17.514,13.131,14.301,14.735,14.626,15.696,729.838,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6188,93.95,4,12,8,17.071,12.575,16.836,17.137,12.537,,11.842,15.922,17.678,12.939,14.265,16.949,13.808,19.579,797.107,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
26457,127.76,6,6,2,17.312,11.857,16.397,17.308,11.224,20.697,12.343,,20.057,10.545,15.886,14.427,14.733,,784.218,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17130,88.09,7,10,4,19.14,12.125,18.659,17.995,12.001,19.868,11.492,16.717,18.705,9.925,14.321,15.407,16.633,14.898,938.699,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
7652,195.41,3,12,11,16.554,13.155,16.778,16.214,11.757,,11.315,14.662,18.537,11.581,15.994,15.035,14.516,16.946,728.935,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
15090,142.59,12,11,6,16.019,12.392,15.507,18.213,13.086,,11.41,17.242,19.381,12.896,16.213,15.333,15.046,15.118,792.403,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
21135,142.63,9,6,7,17.918,14.902,18.181,18.178,11.257,19.817,12.403,18.107,19.07,13.672,15.986,17.251,14.052,17.98,,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24095,93.68,2,10,3,18.912,11.527,17.491,17.721,12.363,19.504,11.146,18.808,19.327,9.129,15.449,18.002,15.32,18.523,759.67,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4419,80.04,15,7,11,18.855,10.584,16.489,15.624,11.671,19.671,11.866,16.301,20.21,12.022,15.158,16.921,13.453,17.334,643.807,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26452,124.8,7,16,3,17.162,10.58,17.434,17.029,13.498,18.279,11.9,,21.882,14.142,16.199,14.66,15.408,,571.935,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6950,126.69,2,6,5,18.468,13.75,16.902,16.909,13.259,20.328,10.928,15.783,18.91,11.682,16.013,14.031,,17.629,916.97,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7661,140.89,4,4,8,16.5,11.871,17.995,16.191,12.512,18.528,10.69,17.633,18.627,12.719,18.055,14.68,14.363,14.975,763.312,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23208,213.09,5,10,5,,11.863,16.824,17.732,13.31,18.866,12.457,15.346,15.419,12.647,14.519,16.819,13.297,12.63,714.503,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
16746,86.46,6,6,9,19.93,11.872,17.913,19.029,11.411,,11.886,13.93,18.52,10.102,16.97,16.84,11.867,17.181,,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9329,172.16,8,13,9,16.72,11.852,18.582,17.319,11.853,20.834,11.726,16.481,17.383,11.052,17.527,14.296,16.559,14.511,757.202,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
25871,145.0,8,8,9,17.108,10.945,17.334,18.379,11.939,20.951,11.216,15.785,20.222,11.628,16.939,13.031,14.656,15.661,873.134,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4877,115.73,19,5,1,17.824,12.291,17.363,17.113,11.089,20.442,11.102,15.967,19.33,12.987,14.841,17.004,14.476,17.051,806.646,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8617,144.23,7,9,12,19.453,12.111,17.887,18.09,11.919,19.105,13.254,14.811,23.073,12.692,13.812,16.88,12.061,18.307,841.719,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
25825,59.0,2,16,4,19.625,11.333,17.425,17.23,11.361,19.503,11.629,16.625,17.921,9.203,17.223,15.256,,17.559,715.001,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
23107,148.77,12,13,4,17.727,11.049,17.015,16.817,11.259,19.779,10.992,15.62,19.211,12.573,15.778,17.857,16.992,18.239,645.753,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4722,103.99,7,6,7,17.895,11.887,16.668,16.747,13.736,19.097,12.059,16.019,18.75,12.88,14.819,16.678,12.959,,711.844,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18331,90.61,4,12,4,18.102,,17.718,18.072,12.022,18.939,11.286,19.005,18.612,11.92,,16.686,14.19,,808.998,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
23391,139.63,5,11,4,17.89,12.667,16.785,17.196,11.667,16.696,10.349,14.609,,10.394,15.683,16.903,14.723,15.165,517.976,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
15848,82.13,6,8,0,16.31,13.616,16.559,16.618,9.975,18.436,11.589,17.111,16.649,9.282,14.168,14.734,16.691,17.294,544.211,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1125,128.6,11,5,4,16.659,11.941,17.321,19.336,11.862,17.487,11.435,16.532,19.853,9.553,14.712,15.838,16.562,17.02,,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1348,117.27,8,6,1,16.704,10.692,16.26,18.194,13.863,17.224,10.06,17.149,19.674,11.58,16.276,13.847,13.482,16.455,565.963,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21507,161.13,5,11,1,16.655,12.212,17.957,19.911,11.069,19.45,11.068,13.801,19.134,12.166,15.219,18.313,15.154,17.24,993.833,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11766,111.2,6,5,2,15.921,11.312,,15.929,11.212,19.905,11.782,16.416,17.431,13.066,16.619,15.963,13.19,15.311,666.905,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
