,failure
12972,0
5269,0
20138,1
22419,0
22285,0
3070,0
14517,0
20626,0
24164,0
8113,0
4681,1
7707,0
11149,0
15783,1
11848,0
7289,0
21782,0
17103,0
18400,0
22574,0
25958,0
15379,0
15108,0
12030,1
22208,0
19002,0
16324,0
1376,0
13336,1
23931,0
6116,0
1888,0
7694,0
8132,0
12881,0
8853,0
6841,1
7202,0
21225,1
4385,0
20217,0
16540,0
22339,0
10332,0
20141,0
21805,0
5134,1
13154,0
8792,1
24452,1
19493,0
19534,0
21374,0
3981,1
19945,1
9403,0
2661,1
18024,1
6485,0
500,0
7250,0
24638,0
23243,1
1869,0
9070,0
9721,0
19289,0
1240,1
8140,0
26411,0
637,0
428,0
21590,1
5827,0
8298,1
23965,1
1980,0
8322,0
2981,0
17,0
24150,0
15110,1
3497,0
39,1
5467,1
16848,0
19813,0
18753,0
17621,0
5552,0
9202,0
17342,0
25900,0
11727,0
21567,1
25962,1
12343,0
6916,0
9301,0
11415,0
17799,0
18377,0
5566,1
21271,0
10372,1
24246,1
16945,1
13840,0
12869,1
25495,0
15197,0
9659,1
192,0
21142,0
3660,0
7122,0
3613,0
26312,0
1577,0
3658,0
16990,0
11081,0
9133,1
14665,0
6410,1
24761,0
14081,0
22441,1
19071,0
23705,0
4441,0
9343,0
22543,0
3378,1
172,0
5406,0
26480,0
273,0
11780,0
26291,0
7297,0
4117,0
11656,0
18311,1
9115,0
18389,0
13880,0
14695,0
25504,0
23878,0
5633,0
7105,0
8043,0
14734,0
10685,0
15401,0
2075,0
14425,1
23225,0
14511,0
16665,0
14972,0
6361,0
16073,0
5720,0
8486,0
1067,1
14682,0
23846,1
22244,0
5049,0
22548,1
13317,1
13920,0
4901,0
17222,0
16749,0
10074,1
19778,0
24646,1
297,1
3978,1
17217,0
20948,0
3052,1
16071,1
15144,0
17634,0
6347,0
5757,1
85,0
13287,1
1617,0
5510,0
9177,0
1766,0
2513,0
7639,0
15705,0
11663,1
10758,0
23933,0
23094,0
19385,0
5163,0
21880,0
7460,0
17248,0
9959,1
10360,0
14172,0
25622,0
19284,1
26281,0
9467,1
4169,1
6345,0
22908,0
18208,1
22427,0
15453,0
10075,0
20395,0
4751,0
17794,0
17631,0
6923,0
21132,1
26038,0
9556,0
14966,1
25794,0
21103,0
7693,0
5969,1
15069,1
3693,0
13786,0
12007,1
13548,0
24876,1
5498,0
1941,1
17047,0
22325,0
4196,0
341,0
883,0
17378,0
3787,0
12330,0
21079,1
9498,0
323,0
26018,1
21959,0
11690,0
2334,1
26093,1
16323,0
487,0
15976,1
26188,0
24130,1
173,0
8387,0
9390,0
12964,0
18915,0
14933,1
23390,0
4647,0
6780,0
9764,0
16581,0
24759,1
3285,0
21925,1
5486,0
1122,0
26531,0
21099,0
4734,0
5832,0
11485,0
14973,1
24594,0
5927,1
338,0
20890,1
8851,0
11377,0
9777,0
19389,0
16719,0
10978,0
19442,0
3026,0
6148,1
12753,0
21882,0
19685,1
3,0
11135,0
11827,0
10470,0
7287,0
23608,1
16765,0
3325,0
26301,0
14237,0
23826,0
24924,0
15998,1
19306,1
17417,0
5149,1
14362,0
12639,1
18497,0
3345,1
15271,1
18089,0
11559,0
4303,0
2804,1
918,0
25236,0
23610,0
6517,1
23470,0
1073,0
17147,0
19705,0
14525,1
20531,0
20463,0
6342,0
25076,0
2168,1
13058,0
12649,0
24647,0
1573,0
26560,0
9785,0
6767,0
24026,0
19307,0
24787,0
2379,1
12437,0
18529,0
3728,1
19984,0
4541,1
25157,0
18038,0
24494,0
15329,1
19391,0
11948,0
18820,0
24492,1
9658,0
5385,0
970,1
16726,0
12657,0
13664,0
7826,0
6138,0
17914,0
5397,1
14558,0
5598,0
5326,0
24873,1
11714,0
2070,0
4460,0
1516,0
10579,0
21009,1
5907,0
15116,0
5230,0
18671,0
23969,0
26342,0
8815,0
16038,0
16319,0
23055,0
23248,0
1108,0
17977,0
11775,0
9889,0
8599,1
8155,0
22215,1
6595,0
19923,0
13168,0
10889,1
12981,1
19107,1
1285,0
18645,1
15526,0
21914,0
15284,0
21666,0
21637,0
18142,0
17039,0
2954,0
12026,1
25477,0
5205,0
22345,0
1556,0
11946,1
3587,0
5095,0
1665,0
11812,1
25806,0
11861,0
21896,1
22766,0
4775,0
23251,0
4020,0
12574,0
1857,1
3305,1
25130,0
22077,1
10003,1
9848,0
25184,0
25723,1
4967,0
12547,0
15921,0
13413,0
18908,1
24791,0
14019,1
6396,0
18155,0
2372,0
17127,0
20511,0
9693,0
12318,0
14463,0
6972,0
8056,0
10591,0
17142,0
13858,0
12406,0
23582,0
8514,0
18794,1
4294,0
19708,0
19078,0
2563,0
8576,0
5505,0
7097,0
20445,1
5316,1
12561,1
2929,0
18353,0
8159,0
7554,0
17330,1
16823,0
3013,0
12412,1
1417,0
20073,0
6419,0
14268,0
7892,0
23556,1
21453,1
22764,1
11901,0
5530,1
17542,0
8764,0
3201,0
24841,0
225,0
25169,0
25623,0
16120,0
1664,0
25112,0
11008,0
10684,0
4544,0
18308,0
2369,0
19761,0
17371,1
3295,1
16670,0
9854,0
20934,1
427,0
18243,0
16847,0
24135,1
13944,0
934,0
2308,0
7923,0
20644,1
4906,0
14152,1
13709,0
4432,0
5263,0
21020,1
22006,1
7891,0
26036,0
15915,0
18304,0
8539,1
788,1
26160,0
18519,0
19676,1
18416,0
17683,0
8376,0
22528,0
2204,1
16842,0
19222,0
12272,1
21851,0
11206,0
13826,1
11963,0
15685,0
7149,1
8202,0
16423,0
205,0
0,0
15450,0
17996,0
21751,0
24747,0
1081,0
24159,0
5301,0
25362,0
4624,0
18190,1
17991,0
23937,1
6958,0
2501,0
22852,1
9771,0
12612,0
5893,0
9150,0
11016,0
9614,0
17007,0
4209,0
2768,0
1782,0
10723,1
1203,0
25561,0
5681,0
898,1
3612,1
21154,0
3730,0
17012,0
11960,0
10341,1
11647,0
23644,0
15636,0
21171,0
7858,1
7844,0
5013,1
9078,0
13302,0
12378,0
16180,1
21367,0
7348,1
7306,1
552,0
12031,0
6112,0
4699,0
1964,0
9972,1
23783,0
3803,1
238,1
5112,0
5565,0
20207,0
12610,0
9670,1
4703,0
352,0
6700,1
20025,0
26469,0
522,0
24112,0
21684,0
7335,0
1928,0
13577,1
16500,0
18214,0
21669,0
5977,0
9543,0
16906,0
11920,1
3744,1
20874,1
16472,0
24253,0
10601,0
14951,0
10721,1
23662,0
6175,1
22195,0
13019,0
2995,0
4291,0
13818,0
25889,0
13762,0
4814,0
16908,0
7247,0
21214,0
7537,0
67,1
9811,1
26396,0
23295,1
23077,0
16614,0
19847,0
12219,0
15094,0
22261,0
5647,0
11309,0
23292,0
2940,0
1693,0
1463,0
7941,0
11944,0
9309,0
17940,0
21026,0
1855,1
12432,0
6759,0
1755,0
6167,0
22862,0
25737,1
1842,0
13966,0
19916,1
5482,0
20050,0
16129,0
2872,1
25556,0
5717,0
5537,1
12643,1
5194,0
14885,0
13134,0
23733,0
283,0
10662,0
8825,0
11426,0
22277,1
24266,0
16109,0
11912,0
9429,1
14287,0
4727,0
25529,0
9519,0
16508,0
10084,0
21111,0
26472,0
13616,0
25342,0
6422,0
2301,0
4381,0
1123,0
5341,0
14855,0
6042,1
582,1
4813,1
18643,1
1115,0
24849,1
2646,0
1252,0
10336,0
12167,1
10117,0
14005,0
118,1
13305,0
3043,1
7939,0
4620,0
8076,1
20149,0
2587,0
11643,0
23272,0
25402,0
3683,0
7216,0
4799,1
226,0
23019,0
3083,0
5600,1
23222,0
7044,0
2520,0
4600,0
14916,1
16933,0
8137,0
13376,0
20197,0
5628,0
10137,0
24221,0
18813,0
6104,0
21407,0
11115,0
18913,0
514,0
13572,0
16108,0
6505,0
2335,0
6575,0
19013,1
26013,1
2000,1
6115,0
3754,0
22104,0
11066,0
3355,0
23943,1
23428,0
1590,0
2914,0
21358,0
13286,0
4094,1
17080,1
20437,0
14526,0
18459,0
2305,0
6755,0
26228,0
10414,0
20532,0
15622,0
18777,1
21757,0
1706,0
26240,0
25789,0
22801,1
24786,0
23760,0
14982,0
10181,0
2263,0
3916,0
26346,0
9966,0
22155,0
22594,0
21268,0
11269,0
15897,0
247,0
8707,0
21331,0
3763,1
14725,0
1777,0
13121,1
17784,0
6150,1
24481,0
18366,0
2840,0
20665,0
6837,0
11110,0
3478,1
12196,0
3071,0
4895,0
4164,0
9908,0
180,1
23551,0
7435,0
18764,1
19432,0
7133,0
14388,0
8499,0
8994,0
8410,0
21987,0
7824,0
7434,0
14321,0
990,0
6268,0
25364,1
6571,0
14531,0
11017,0
4567,0
18690,0
4121,1
22680,0
2013,0
16938,1
14045,0
14912,0
10872,0
19967,0
17462,1
10719,1
8637,0
14012,1
17271,0
21659,0
20036,0
580,1
19730,0
151,0
9607,0
14459,1
4580,0
24235,0
10920,1
6202,0
14349,0
10982,0
4345,0
8385,0
2701,0
16041,0
25916,0
24261,0
14808,0
12635,0
5368,0
15417,0
14330,0
11710,1
7066,0
15695,0
16084,0
23406,0
11869,0
23284,1
17053,0
7350,0
17495,0
6231,0
12637,1
18417,0
19024,0
17826,1
15700,0
1738,0
12728,0
25464,0
12994,0
20302,0
19085,0
377,1
24554,1
4484,0
5578,0
2,0
6618,0
4103,0
8221,0
1883,0
11213,0
20371,0
5468,1
20736,0
4596,0
3085,0
19870,1
18679,0
4398,1
24288,0
21148,0
12207,0
11084,0
7486,0
22795,1
10193,0
21396,0
10996,1
24915,1
14717,0
21689,0
24921,0
8401,0
7069,0
13291,0
12308,1
25389,0
10966,0
18096,0
16292,0
6407,0
8224,0
22948,0
23456,0
16407,0
5917,0
19618,0
16454,0
4304,1
15806,0
20056,0
17406,1
18415,0
4278,0
684,1
23140,0
5160,0
7461,0
9256,0
11158,0
1364,0
25811,1
18340,1
26168,0
18726,0
9074,0
16232,1
20093,1
655,1
20393,0
1139,0
13581,0
23676,0
22443,0
8168,0
15185,0
22074,1
25784,1
18837,0
5102,0
7179,0
6959,0
4329,0
18963,0
23096,0
15243,1
2278,1
8632,0
14167,0
8418,0
2707,0
445,0
14412,1
14546,0
16349,1
17847,1
19498,1
5396,0
10574,0
4678,0
9902,0
15292,1
20382,0
9962,1
22985,0
23657,0
20063,1
23269,0
15470,0
20796,0
24784,1
23849,1
14161,0
23690,0
4803,0
19865,0
473,0
2314,0
18552,0
2404,0
3304,0
26010,0
7239,0
1643,0
4002,0
20250,0
17117,0
18390,0
16838,1
12554,0
22030,1
20403,1
6293,0
20452,0
21582,0
3039,0
9917,0
25438,0
17546,0
19594,0
18954,1
24111,0
993,0
9248,0
16605,1
10687,1
11814,0
6970,0
14715,0
12682,0
19220,0
4651,0
2166,0
4927,0
24030,0
18928,0
22935,0
10467,0
23410,0
6559,0
1867,1
15419,0
6171,0
23932,0
18869,1
22037,0
26128,0
7430,0
24906,0
2081,1
8062,0
9129,0
11226,0
20037,0
621,1
5840,0
15012,0
8975,0
18602,1
13899,0
25967,0
17025,0
5395,1
7622,0
15310,0
7917,0
5229,0
5614,0
2879,0
3279,0
10508,0
8138,0
23434,1
9518,0
11392,0
6367,0
9340,0
15023,0
21641,0
8340,0
12663,0
147,0
6525,0
5362,0
22241,0
2776,0
16565,0
21351,0
11074,0
3427,0
15114,0
10412,0
2550,0
5083,0
5197,0
1564,0
14962,0
20801,0
1971,0
3879,0
17492,0
309,0
13073,0
408,0
21747,0
17287,0
21911,0
21541,0
8734,0
15180,0
22694,0
915,0
8180,1
22760,0
19312,1
18920,0
7679,0
24397,0
6174,0
7037,0
20456,1
749,0
24110,0
15797,1
22067,0
1209,1
25809,0
3127,0
2675,0
26399,0
4644,0
7259,0
1689,0
19196,0
19367,0
16844,0
15346,0
2053,0
22210,1
7354,0
2546,0
140,0
15032,0
13320,0
2475,0
22984,0
6322,0
5848,0
5865,0
10318,0
23669,0
12117,0
26532,0
17782,1
17699,1
6829,0
13878,0
21868,1
9575,0
3009,0
26054,0
19541,0
3697,0
9994,0
14054,0
18499,1
17567,0
25953,0
25264,0
12921,0
10427,0
23425,0
12984,0
22007,0
3761,0
9898,0
3334,0
12088,0
8894,0
23097,1
12496,1
4119,0
23796,0
15786,0
10454,0
22790,1
15559,0
19740,0
8654,1
24251,0
9578,1
20087,0
14814,0
21078,0
22797,0
364,0
15901,0
17860,0
6897,0
11130,1
10512,0
22600,0
19293,0
20383,0
1850,0
5706,1
9799,0
16275,0
5755,0
11599,0
16421,0
3164,1
20126,1
11887,0
18122,1
3820,1
9027,1
9092,1
12152,0
114,1
300,0
25070,1
1030,1
21043,1
14047,0
22142,0
11342,0
21949,0
9085,0
18474,0
3205,1
19465,0
13078,0
796,0
8939,0
255,0
12042,0
26006,1
2117,1
2926,0
7324,0
464,1
19073,0
456,1
3210,1
23643,0
17671,0
2708,1
20307,1
8495,0
18498,0
19194,0
3178,0
5193,1
10307,0
3987,0
13129,0
23472,0
8971,1
10875,0
22461,0
10737,0
1685,0
2747,1
13599,0
16808,0
6254,1
1596,0
11890,0
20491,0
11600,0
25062,1
15871,1
7832,0
23744,1
1930,0
10856,0
11870,0
12138,0
1718,0
15580,0
14864,0
10302,0
12010,0
9551,0
9271,1
1042,1
21323,0
25138,0
15451,1
23686,0
21508,0
12647,0
7940,0
18110,0
5055,0
3212,0
12520,1
9595,0
12920,0
10106,0
23509,0
17229,0
20145,0
19995,0
20827,0
460,0
1974,0
89,0
2754,1
21929,0
12410,0
18295,0
20886,0
18862,0
17302,0
18391,0
10189,0
18836,0
12482,0
16104,0
3447,1
15726,1
24100,0
6277,1
22105,0
2599,0
3437,1
839,0
5555,0
15319,0
14210,0
5716,0
7345,0
11480,0
10022,0
1498,1
7376,1
2442,0
451,0
24644,0
24800,0
2131,0
2367,1
659,0
24961,0
10712,1
46,0
13860,0
16522,0
16879,0
9036,0
20385,0
8104,0
4753,0
6163,0
20524,0
26433,1
6071,0
12811,1
17108,1
11364,0
12038,0
21398,0
1475,1
11824,1
12389,0
15215,0
9189,1
7808,1
20227,0
4985,0
18533,0
10954,0
8877,0
9517,0
10044,0
23373,1
23143,0
1118,0
13434,0
7237,0
10638,0
22306,0
3379,0
12260,0
23204,0
18266,0
13308,0
15074,0
682,0
56,0
2821,0
537,0
17177,0
14958,0
6920,1
25078,0
19906,0
22376,0
23245,0
4687,0
8912,0
24191,0
23376,0
21352,0
22817,0
18026,0
16833,1
18503,0
4899,0
13465,0
25715,1
10608,0
11467,0
22722,0
8290,0
9460,1
20413,0
14559,1
19320,1
2199,0
6291,0
24008,0
18328,0
14022,1
7135,0
16766,0
20342,0
15838,0
9221,0
25777,0
17521,0
2423,0
21612,1
5986,0
23998,0
8970,0
13057,0
11938,1
14866,0
22245,0
8751,0
1874,0
19449,0
22016,0
21333,1
7196,1
17424,0
17113,0
10319,0
18832,1
4180,0
2490,0
19552,0
15085,0
18133,0
17612,0
24506,0
4174,0
15105,0
21485,0
11554,0
15623,0
11357,0
6536,0
11234,0
25747,0
4363,0
6362,0
11526,0
18875,0
4497,0
354,0
17915,0
11573,0
25037,0
1849,0
19322,1
8849,1
10661,0
25325,0
4728,0
6691,0
3425,0
12533,0
6294,1
10171,0
8188,0
22378,0
2499,1
7030,1
20658,0
7974,0
18891,0
558,0
17719,0
5404,1
2964,1
10134,1
13109,0
7637,0
462,1
485,0
17675,0
21359,0
25879,1
11203,0
4448,0
13929,0
15648,0
19977,0
21941,0
8938,0
14645,0
6461,0
22658,1
5629,0
18056,0
4000,0
9491,0
18021,0
996,1
4283,0
20951,0
19118,0
13041,0
18889,0
22429,0
22493,0
9957,1
20734,0
115,1
12284,0
1158,0
19920,0
19683,0
4576,0
20666,1
19356,1
3414,0
24231,1
3207,0
1033,0
10772,0
15377,0
5798,1
4376,0
14571,0
12711,1
885,1
14095,0
12415,0
11621,0
22407,0
12416,0
4841,0
10820,1
14069,0
4086,1
1015,0
11958,0
13579,0
13989,0
7545,0
1793,0
1546,1
1286,0
3779,0
13445,0
22300,0
14720,0
20367,0
11618,0
12094,1
5713,0
5558,0
6642,0
15743,0
15655,0
14265,0
1055,0
25520,0
2382,0
18372,0
18999,1
8786,0
14872,0
1326,0
23811,0
951,1
2097,0
8600,0
26056,0
6632,0
23176,0
17710,0
11233,0
7882,0
13726,0
1052,0
18475,0
6864,0
18446,0
12679,0
20797,1
2115,1
7943,0
18548,0
2167,0
18194,1
9796,0
4445,0
9450,0
23863,0
19011,0
3005,1
20321,0
13605,1
5474,0
2723,1
23318,1
19821,0
277,1
8394,0
1625,1
1531,0
19859,0
19008,0
23819,0
17434,1
4735,0
2636,0
22020,0
22041,0
10935,0
19673,0
8492,0
11799,0
9853,0
6168,1
3551,0
21167,0
8883,0
26271,0
16613,1
23800,0
18618,0
5352,0
1551,0
14713,1
10845,0
4324,0
22814,1
10254,0
21733,1
15121,0
9553,0
5699,0
3810,0
18314,0
3510,0
3848,0
22475,0
9243,1
13628,0
22927,0
12050,0
1642,0
20181,0
6067,0
4499,0
23491,0
24396,1
2824,0
9589,1
7052,0
25416,1
2936,1
24645,1
17857,1
13322,0
13751,1
25292,0
18895,0
22776,0
26445,0
13124,0
2229,0
20232,0
1690,0
17718,0
25296,1
26157,0
9223,0
7725,0
3955,0
3661,0
25066,0
3130,0
4529,0
26370,0
4287,0
11897,0
22934,0
15794,1
8303,0
4132,0
7905,1
13324,0
19987,0
6625,0
10248,0
13086,0
1653,0
19684,0
20852,0
6025,0
26412,0
7502,0
13015,1
6906,0
23127,1
475,0
855,0
8875,0
22388,1
3954,0
15433,0
19764,0
18124,1
18177,0
15178,0
3066,1
25040,0
18534,0
1666,0
10121,0
21035,1
4362,1
3386,0
10871,0
5491,0
939,0
14309,0
18933,1
23368,0
14786,0
1176,0
12898,0
6824,1
2378,0
16337,0
24764,1
6493,0
23033,0
19855,0
3270,0
19344,0
109,0
12935,1
4421,0
18974,0
1729,1
16888,0
8948,1
5182,0
6247,0
22440,0
2363,0
3753,0
5090,1
18680,0
13676,0
20932,0
5574,0
1942,0
11519,0
4892,0
6264,0
26500,1
7134,0
17176,0
21678,0
22682,0
15818,0
5622,0
8809,0
8214,0
412,0
16230,1
10047,1
12293,0
5513,0
2062,1
2543,0
22546,0
11095,0
12055,1
10092,0
16673,0
1350,1
6879,0
1860,0
20500,0
1166,0
15711,0
24684,0
21945,0
5882,0
17309,0
14735,0
8396,0
17200,0
9749,0
16559,0
12296,0
19613,0
22249,0
22688,0
15593,0
23593,1
5842,1
12342,0
9699,0
5175,0
23371,1
3385,0
26108,0
19229,0
24845,0
21905,0
6371,0
2265,0
25049,0
26439,1
16182,1
6861,0
23223,0
7809,0
20130,0
25245,0
5215,0
905,0
19162,0
23416,0
24512,0
26180,0
210,0
10504,0
5304,0
11670,0
25474,1
12104,1
11711,1
18224,0
13774,0
24256,0
17929,1
18248,1
1970,0
17937,0
15447,0
4548,0
26344,0
3059,0
17503,0
19957,0
19282,0
4948,0
24077,1
13309,0
22550,0
8521,1
22637,0
12344,0
18757,0
9653,0
22829,0
22140,0
7094,0
25090,0
1960,0
2521,1
2390,0
13810,0
15415,0
8636,0
17333,0
10863,0
22744,0
20046,0
26012,0
16383,0
5273,0
3637,1
1406,1
17069,0
20254,0
6480,0
5497,0
26032,0
11038,0
13335,0
8411,0
12390,0
8114,0
10357,0
7527,0
16573,0
9976,0
17795,0
25131,1
8682,0
8876,1
13578,0
19245,0
21710,0
4472,1
7075,0
17106,0
2009,0
12431,0
23345,0
19234,0
25230,1
13813,0
25662,0
15487,0
19311,1
8414,0
4795,0
7880,0
10217,0
3080,1
14031,0
440,0
13012,0
10780,0
10789,0
20239,0
12776,0
25710,0
16101,1
23519,1
6097,0
10104,0
21210,0
24040,0
24539,0
1138,1
7231,0
25828,0
20267,0
25525,0
3664,0
17482,1
4015,0
19158,0
22270,0
12962,0
3698,0
17172,0
1672,0
21702,1
15392,0
20398,1
16735,1
6628,0
17702,0
2001,0
5714,1
10554,0
16152,1
18097,0
1841,1
10513,1
10753,1
2315,0
7633,0
21954,0
11039,0
1923,1
25102,0
9627,0
18031,0
7854,0
26185,0
16196,0
20458,0
9558,0
13292,0
15454,0
16710,0
14605,0
11282,0
2949,0
3149,0
22940,0
6120,1
17493,0
2493,1
5398,0
7873,0
22432,0
4849,1
20472,0
7400,0
20122,0
13491,0
20334,0
21429,0
17153,0
7245,0
4713,0
12751,0
1222,0
4859,0
8100,0
15281,0
20541,0
10323,0
6187,0
2613,1
5686,0
4153,0
26252,0
7894,0
14457,1
10265,0
5890,1
18774,0
19653,0
12773,0
21620,0
977,0
1022,0
24895,0
13794,0
6105,1
20766,0
4361,0
25909,1
10485,0
12650,1
3743,0
4555,0
16119,0
2888,0
4093,0
421,1
6885,0
9325,0
16663,0
15957,1
23572,1
20893,0
1865,0
20866,0
5401,0
21498,0
22838,0
14699,0
7619,1
25647,1
9805,0
3565,0
21753,1
5367,0
18591,0
26296,0
13028,1
20937,0
10797,0
20325,0
25734,0
13060,0
13727,0
2102,0
2939,0
21955,0
17524,0
17972,1
9980,1
17042,0
22864,1
20363,0
12352,0
6299,0
7962,1
10298,1
244,0
6909,0
8471,1
25642,1
10696,1
10448,0
16904,0
22430,0
13833,0
18627,0
19578,1
12445,0
25674,0
11694,0
7410,0
12860,0
22287,1
25510,1
16971,0
23626,0
17964,1
25375,0
25221,0
4170,0
13533,0
15686,1
17067,0
1973,0
26377,0
3800,0
17087,0
25657,0
23405,0
18145,0
8582,1
23432,0
8818,0
1712,1
2316,0
5970,0
13355,1
21531,0
10763,0
2522,0
5369,0
6982,0
2836,0
12872,1
18153,0
11678,0
2486,0
20359,0
10932,0
3554,0
10539,1
8862,0
5342,1
24854,0
14909,1
21479,0
22107,0
16178,0
12532,0
16586,1
20885,1
2413,0
25598,0
17030,0
10120,0
16413,0
18768,0
374,0
23075,0
11379,0
24478,1
2510,0
16714,0
14355,0
19240,0
21081,0
10597,1
14932,0
5592,0
23,0
19703,1
11555,0
24535,1
7351,0
3006,1
24304,0
16976,1
18864,0
3348,0
12085,0
26239,0
7933,0
25508,1
23242,0
22252,0
9640,0
4779,0
7549,0
4372,0
14656,0
25999,0
15587,0
22156,0
16316,1
19028,0
8735,1
10195,0
15218,0
17629,1
2399,0
15266,1
19244,1
1153,0
15564,1
22293,1
25058,0
23725,1
5695,0
4864,0
16608,0
15297,0
15173,0
20730,0
234,1
11691,0
7466,0
16420,0
21906,0
8256,0
15159,0
10846,1
14969,0
24904,1
25667,0
13197,0
5894,0
3950,1
9696,0
17993,0
23779,0
23493,1
6327,0
15362,0
20754,1
5391,0
18063,0
9324,0
13876,0
23919,0
15355,0
11155,0
12438,0
7827,1
26548,0
7795,0
19741,1
10654,0
20191,0
12371,0
24249,1
12680,0
12743,1
16830,1
16695,0
25885,0
1315,0
24308,0
20082,0
14761,1
23506,0
13042,1
7819,0
3887,0
18660,0
24090,0
6207,0
23372,0
7680,0
6049,0
6406,0
24824,0
4512,0
22854,0
18092,0
1331,0
1605,0
18479,0
11196,0
2662,0
23382,1
5707,1
20966,0
13868,0
22981,0
5901,1
23822,0
11348,0
17288,1
12470,0
19246,1
17215,0
11492,1
8111,0
19717,1
12398,0
12458,0
15844,0
13369,0
2498,0
7662,1
13098,0
551,0
16813,0
10285,0
23604,0
10680,0
26149,0
15268,0
23168,0
6145,0
8716,0
13975,0
20418,0
4677,0
21471,1
23283,0
4598,1
14877,0
22221,1
12708,0
24381,1
1355,0
4208,0
20863,0
10971,1
12948,0
3752,0
3927,0
23301,1
21765,1
10059,0
2843,1
24670,0
4256,0
14716,0
8873,1
11313,1
9108,0
3398,0
6210,0
25415,1
2375,0
25298,0
15853,0
14580,0
11128,0
25192,0
1117,0
22518,0
15600,0
2041,0
8149,0
16952,0
5256,0
16395,0
21052,0
8896,1
24507,1
22868,0
25994,0
15934,0
23211,0
8189,0
12848,0
6408,1
22709,0
15795,0
19898,0
26164,0
25443,1
24936,0
14719,0
21963,1
14846,1
20469,1
5923,0
1014,0
21432,0
24200,0
13897,0
23549,0
21687,0
5509,0
22716,0
14759,1
3519,0
18833,0
26106,1
14820,0
9780,0
19985,0
1255,0
23231,0
14726,1
13290,0
22534,0
21894,0
26251,0
5059,0
802,0
15555,1
8984,0
21685,0
7186,0
1527,0
7329,0
4426,0
23092,0
19330,1
15206,1
17888,0
10014,1
24374,0
15780,1
2885,0
5121,0
2106,0
9360,0
26218,0
4113,0
11142,0
1020,0
11986,0
14815,0
15462,0
6849,1
20155,0
8607,0
22414,0
24398,0
20241,0
13179,0
12826,1
12760,0
1411,1
18468,0
21724,1
24209,0
8552,0
8929,0
13380,0
24016,1
21550,0
10936,1
3395,0
3482,0
15834,0
12689,0
15148,1
14294,0
18929,0
12564,0
9682,0
21600,0
8007,0
20255,0
3525,1
15570,0
12571,0
24903,1
14065,0
246,1
12093,0
2812,1
1197,0
18051,0
22666,0
21342,0
11087,0
15746,0
10221,0
13519,1
17430,1
23144,0
20997,1
22828,0
22750,1
7215,0
23658,0
16488,0
20654,1
23485,0
15022,0
14853,0
10224,0
12993,0
19769,0
11412,0
21404,1
13068,0
13787,0
19101,0
13589,1
3274,0
24674,0
25971,0
5054,0
13527,0
8348,0
1433,0
688,0
4987,0
22622,1
18852,0
21216,0
15528,0
24945,0
22442,0
10375,0
16969,0
13718,0
12735,0
4203,0
23263,0
4642,0
19936,0
6855,0
17231,1
6041,0
13059,0
18462,0
20432,0
8986,0
6702,0
3653,0
2933,1
18838,0
5972,1
7818,0
14532,0
13199,0
13850,0
20750,0
23031,1
22459,0
12047,1
15689,0
14196,1
4184,1
6191,0
21951,0
3862,0
25834,0
15964,0
15119,0
1380,0
16399,0
3327,1
4085,0
2296,0
16127,0
20873,0
5221,0
5375,1
6044,1
4732,0
5512,0
9032,0
13669,0
17597,0
4885,1
21383,0
1887,0
19237,0
12545,0
20539,0
21303,1
16100,0
1655,0
21357,0
12705,1
6379,0
24923,0
16829,0
7766,1
25750,0
13443,0
26484,0
17211,0
8176,1
21063,1
5247,1
12889,0
14156,0
12690,0
9440,0
13374,0
22256,0
13663,1
450,0
15887,0
3195,1
10245,0
5132,0
25922,0
13892,1
384,0
8814,0
10404,0
8906,0
8086,1
1074,0
12280,0
19667,0
17560,0
14432,0
11332,0
22100,1
26231,0
1398,0
9395,1
2958,0
8723,0
4867,0
6053,1
4724,1
741,0
933,1
4351,0
3063,0
14153,0
13836,1
2756,0
16137,1
26491,0
15575,1
16806,0
2848,0
12155,0
19782,0
19159,0
7799,0
17399,0
7550,0
25391,1
14366,0
25096,0
16014,0
13980,0
11047,1
16184,0
11568,1
18396,0
22541,0
22205,0
20201,0
10729,0
13016,0
8684,0
13943,1
2592,0
8534,0
14871,0
11703,0
7886,0
11432,1
6690,0
24193,0
18745,0
14975,0
6290,1
24998,0
14148,0
16287,0
18555,0
19104,0
6576,0
16768,1
11089,0
6288,0
17001,1
24992,0
132,1
18769,0
22870,0
8473,0
585,0
20163,0
4956,0
18570,1
20779,0
10477,0
23150,0
9039,0
26142,0
6825,0
8807,0
7626,0
5585,0
23061,0
10338,0
13232,0
200,1
10247,0
8533,0
13163,0
20341,0
16424,0
23339,0
10270,0
13565,0
158,0
19795,0
6003,1
20786,0
8194,0
25463,0
9821,1
10267,0
7560,0
10163,1
26035,0
25284,0
1900,0
18846,0
24389,0
12109,1
24962,0
13732,0
14858,0
4731,0
18448,0
18796,0
21768,1
1422,0
17166,1
22692,0
2823,1
16743,0
12777,1
19187,0
10040,0
2271,0
26422,1
15376,0
15816,0
7928,0
16647,0
1778,1
23558,0
14290,0
7462,0
14472,0
19193,0
21809,0
8893,0
1601,0
18985,1
18654,0
19763,0
12949,0
7412,0
15772,0
13488,0
14025,1
13615,0
24489,0
16480,0
25320,0
25290,0
23511,0
9006,0
23023,0
11369,0
12797,1
